idPk;code;name;description;observations;image1;image2;image3;visibility;isProduct;onDateUpdated;onDateCreated;daysToOperations;typeDeficiency;age;sex;isForPregnant;isApproved;isChecked;isDeleted;organizationsIdFk
74;"No brinda información";"Centro Atención Integral";"Desarrollar programas de enseñanza especial para adultos con discapacidad intelectual. Desarrollar programas de asistencia familiar. Coordinar y apoyar actividades con otras organizaciones gubernamentales y privadas dedicadas directa o indirectamente a la prevención, atención y bienestar de personas con discapacidad en Costa Rica.";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:12;2018-02-12 12:14:12;{};"Discapacidad Intelectual";{"'age'": "'de mayores de 21 años'"};2;1;1;1;0;52
75;"No brinda información";"Serv. Educativos";"Desarrollar programas de enseñanza especial para adultos con discapacidad intelectual. Desarrollar programas de asistencia familiar. Coordinar y apoyar actividades con otras organizaciones gubernamentales y privadas dedicadas directa o indirectamente a la prevención, atención y bienestar de personas con discapacidad en Costa Rica.";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:12;2018-02-12 12:14:12;{};"Discapacidad Intelectual";{"'age'": "'de mayores de 21 años'"};2;1;1;1;0;52
76;"No brinda información";"Serv. Terapia Ocupacional";"No disponible.";"Tienen apoyo estatal de la Junta de Protección Social, IMAS y del Ministerio de Educación Pública. Además aceptan donaciones voluntarias de empresa privada de la zona.";imagen;imagen;imagen;1;0;2018-02-12 12:14:12;2018-02-12 12:14:12;{};"Visual, Motriz, Intelectual (leve o severa), auditiva.";{"'age'": "'Desde los 15 años en adelante'"};2;1;1;1;0;53
77;"No brinda información";"Serv. Apoyo Emocional";"No disponible.";"Tienen apoyo estatal de la Junta de Protección Social, IMAS y del Ministerio de Educación Pública. Además aceptan donaciones voluntarias de empresa privada de la zona.";imagen;imagen;imagen;1;0;2018-02-12 12:14:12;2018-02-12 12:14:12;{};"Visual, Motriz, Intelectual (leve o severa), auditiva.";{"'age'": "'Desde los 15 años en adelante'"};2;1;1;1;0;53
78;"No brinda información";"Terapia Física";"No disponible.";"Tienen apoyo estatal de la Junta de Protección Social, IMAS y del Ministerio de Educación Pública. Además aceptan donaciones voluntarias de empresa privada de la zona.";imagen;imagen;imagen;1;0;2018-02-12 12:14:12;2018-02-12 12:14:12;{};"Visual, Motriz, Intelectual (leve o severa), auditiva.";{"'age'": "'Desde los 15 años en adelante'"};2;1;1;1;0;53
79;"No brinda información";"Serv. Equinoterapia";"No disponible.";"Tienen apoyo estatal de la Junta de Protección Social, IMAS y del Ministerio de Educación Pública. Además aceptan donaciones voluntarias de empresa privada de la zona.";imagen;imagen;imagen;1;0;2018-02-12 12:14:12;2018-02-12 12:14:12;{};"Visual, Motriz, Intelectual (leve o severa), auditiva.";{"'age'": "'Desde los 15 años en adelante'"};2;1;1;1;0;53
80;"No brinda información";"Audiometrías";"-";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:12;2018-02-12 12:14:12;{};"Cualquiera";{"'age'": "'de Cualquier edad'"};2;1;1;1;0;55
81;"No brinda información";"Fisioterapia";"-";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:12;2018-02-12 12:14:12;{};"Cualquiera";{"'age'": "'de Cualquier edad'"};2;1;1;1;0;55
82;"No brinda información";"Psiquiatría";"-";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:12;2018-02-12 12:14:12;{};"Cualquiera";{"'age'": "'de Cualquier edad'"};2;1;1;1;0;55
83;"No brinda información";"Ortopédia.";"-";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:12;2018-02-12 12:14:12;{};"Cualquiera";{"'age'": "'de Cualquier edad'"};2;1;1;1;0;55
84;"No brinda información";"Centro Atención Integral";"-Potencializar el desarrollo integral de los usuarios del CAIPAD. - Impulsarlos a desarrollar autonomía personal. - Mejorar su condición de vida.";"La información aquí recolectada es el resumen de información extraída de la página de Facebook y de información brindada con anterioridad el 18 de julio del 2017.";imagen;imagen;imagen;1;0;2018-02-12 12:14:12;2018-02-12 12:14:12;{};"Motriz, Intelectual (leve), auditiva, visual";{"'age'": "'21 a 65 años.'"};2;1;1;1;0;56
85;"No brinda información";"Centro de atención integral";"No disponible.";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:12;2018-02-12 12:14:12;{};"visual, motriz, auditiva, intelectual (leve o grave)";{"'age'": "'Mayor 21 años'"};2;1;1;1;0;57
86;"No brinda información";"Centro de atención integral";"No disponible.";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:12;2018-02-12 12:14:12;{};"visual, motriz, auditiva, intelectual (leve o grave)";{"'age'": "'Mayor 21 años'"};2;1;1;1;0;57
87;"No brinda información";"Terapia Física";"No disponible.";"La asociación venden servicios privados al público en general en Terapia Física, clases de aquafitness y clases de natación. Los días sábados. La asociación paga por sus propios medios los servicios de la terapeuta física.";imagen;imagen;imagen;1;0;2018-02-12 12:14:12;2018-02-12 12:14:12;{};"visual, motriz, auditiva, intelectual (leve o grave)";{"'age'": "'Mayor 21 años'"};2;1;1;1;0;57
88;"No brinda información";"Fisioterapia";"-";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:12;2018-02-12 12:14:12;{};"Cualquiera";{"'age'": "'de Cualquier edad'"};2;1;1;1;0;58
89;"No brinda información";"Audiometrías";"-";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:12;2018-02-12 12:14:12;{};"Cualquiera";{"'age'": "'de Cualquier edad'"};2;1;1;1;0;58
90;"No brinda información";"Psiquiatría";"-";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:12;2018-02-12 12:14:12;{};"Cualquiera";{"'age'": "'de Cualquier edad'"};2;1;1;1;0;58
91;"No brinda información";"Ortopédia.";"-";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:12;2018-02-12 12:14:12;{};"Cualquiera";{"'age'": "'de Cualquier edad'"};2;1;1;1;0;58
92;"No brinda información";"Terapia del lenguaje, habla y voz";"Lograr una correcta evaluación en todas las áreas del lenguaje y comunicación, con el fin de que se detalle su diagnóstico. Iniciar un procesos de intervención al paciente de acuerdo a su diagnóstico, obteniendo aSi una correcta rehabilitación en las áreas alteradas. Brindar información básica acerca de los Trastornos presentes en niños, jóvenes y adultos, los cuales dificultan la correcta comunicación oral, gestual o escritas, con el fin de que se aumente el conocimiento del padre, madre o encargado del paciente.";"No hay.";imagen;imagen;imagen;1;0;2018-02-12 12:14:13;2018-02-12 12:14:13;{};"Todas, sin excepción.";{"'age'": "'de 2 años en adelante, atención personalizada a niños, jóvenes y adultos.'"};2;1;1;1;0;59
93;"No brinda información";"Serv. Apoyo Emocional";"Haber incentivado la igualdad de oportunidades a la población con discapacidad al resto de la población. Lograr que las personas con discapacidad tengan acceso a todos los servicios acordes a sus características.";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:13;2018-02-12 12:14:13;{};"Cualquier tipo.";{"'age'": "'Desde los 14 años en adelante.'"};2;1;1;1;0;60
94;"No brinda información";"Serv. Capacitación";"Haber incentivado la igualdad de oportunidades a la población con discapacidad al resto de la población. Lograr que las personas con discapacidad tengan acceso a todos los servicios acordes a sus características.";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:13;2018-02-12 12:14:13;{};"Cualquier tipo.";{"'age'": "'Desde los 14 años en adelante.'"};2;1;1;1;0;60
95;"No brinda información";"Serv. Educación Especial";"Promover la rehabilitación y la habilitación integral de las personas con discapacidad que viven en el cantón de Atenas y lugares circunvecinos, mediante el desarrollo de programas en las áreas: educativas, ocupacional y social a fin de integrarlos como personas útiles a Si mismo, a la familia y la comunidad.";"Actualmente hay 40 usuarios,";imagen;imagen;imagen;1;0;2018-02-12 12:14:13;2018-02-12 12:14:13;{};"Puede ser visual, auditiva, intelectual leve o grave también motriz.";{"'age'": "'Mayor de 21 años.'"};2;1;1;1;0;61
96;"No brinda información";"Centro Atención Integral";"Promover la rehabilitación y la habilitación integral de las personas con discapacidad que viven en el cantón de Atenas y lugares circunvecinos, mediante el desarrollo de programas en las áreas: educativas, ocupacional y social a fin de integrarlos como personas útiles a Si mismo, a la familia y la comunidad.";"Actualmente hay 40 usuarios,";imagen;imagen;imagen;1;0;2018-02-12 12:14:13;2018-02-12 12:14:13;{};"Puede ser visual, auditiva, intelectual leve o grave también motriz.";{"'age'": "'Mayor de 21 años.'"};2;1;1;1;0;61
97;"No brinda información";"Serv. Educación Especial";"Promover la rehabilitación y la habilitación integral de las personas con discapacidad que viven en el cantón de Atenas y lugares circunvecinos, mediante el desarrollo de programas en las áreas: educativas, ocupacional y social a fin de integrarlos como personas útiles a Si mismo, a la familia y la comunidad.";"Actualmente hay 40 usuarios,";imagen;imagen;imagen;1;0;2018-02-12 12:14:13;2018-02-12 12:14:13;{};"Puede ser visual, auditiva, intelectual leve o grave también motriz.";{"'age'": "'Mayor de 21 años.'"};2;1;1;1;0;61
98;"No brinda información";"Serv. Gestión y canalización de fondos para proyecto de bien social.";"Gestionamos, canalizamos y ejecutamos fondos asignados para proyectos de bien social, asegurando transparencia y confiabilidad logrando proyectos a satisfacción de beneficiarios y benefactores.";"Según la Directora la Asociación sirve de enlace entre beneficiarios y benefactor, para asegurar la sostenibilidad del proyecto y la rendición de cuentas.";imagen;imagen;imagen;1;0;2018-02-12 12:14:13;2018-02-12 12:14:13;{};"Cualquiera";{"'age'": "'Mayor de edad.'"};2;1;1;1;0;62
99;"No brinda información";"Capacitaciones a personas, entidades privadas o públicas en el cantón.";"De acuerdo al Artículo 4 hasta el Inciso i del Código Municipal";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:13;2018-02-12 12:14:13;{};"Cualquier discapacidad";{"'age'": "'Desde los 15 años.'"};2;1;1;1;0;63
100;"No brinda información";"Formación Humana";"De acuerdo al Artículo 4 hasta el Inciso i del Código Municipal";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:13;2018-02-12 12:14:13;{};"cualquier discapacidad";{"'age'": "'de cualquier edad'"};2;1;1;1;0;63
101;"No brinda información";"Alquiler Médicos ByB - Servicio Sanitario Portatil";"Brindar equipo medico en alquiler para beneficio de personas de escasos recursos económicos.";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:13;2018-02-12 12:14:13;{};"Motriz.";{"'age'": "'Si es menor de edad, un familiar mayor de edad debe firmar por él.'"};2;1;1;1;0;3
102;"No brinda información";"Alquiler Médicos ByB - Silla Baño";"Brindar equipo medico en alquiler para beneficio de personas de escasos recursos económicos.";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:13;2018-02-12 12:14:13;{};"Motriz.";{"'age'": "'Si es menor de edad, un familiar mayor de edad debe firmar por él.'"};2;1;1;1;0;3
103;"No brinda información";"Alquiler Médicos ByB - Andaderas";"Brindar equipo medico en alquiler para beneficio de personas de escasos recursos económicos.";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:13;2018-02-12 12:14:13;{};"Motriz.";{"'age'": "'Si es menor de edad, un familiar mayor de edad debe firmar por él.'"};2;1;1;1;0;3
104;"No brinda información";"Alquiler Médicos ByB - Cama Hospitalaria";"Brindar equipo medico en alquiler para beneficio de personas de escasos recursos económicos.";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:13;2018-02-12 12:14:13;{};"Motriz.";{"'age'": "'Si es menor de edad, un familiar mayor de edad debe firmar por él.'"};2;1;1;1;0;3
105;"No brinda información";"Alquiler Médicos ByB - Sillas Ruedas";"Brindar equipo medico en alquiler para beneficio de personas de escasos recursos económicos.";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:13;2018-02-12 12:14:13;{};"Motriz.";{"'age'": "'Si es menor de edad, un familiar mayor de edad debe firmar por él.'"};2;1;1;1;0;3
106;"No brinda información";"Alquiler Médicos ByB - Muletas";"Brindar equipo medico en alquiler para beneficio de personas de escasos recursos económicos.";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:13;2018-02-12 12:14:13;{};"Motriz.";{"'age'": "'Si es menor de edad, un familiar mayor de edad debe firmar por él.'"};2;1;1;1;0;3
107;"No brinda información";"Terapia Ocupacional";"Promover, desarrollar a las personas en condición de discapacidad y sus familiares, proyectos, programas y servicios que le permitan alcanzar su desarrollo integral, personal y social para una mejor calidad de vida.";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:13;2018-02-12 12:14:13;{};"Retardo Mental, asociado con Motriz, Visual, Auditiva (en todo caso se hace una valoración del equipo técnico para saber si la persona podrá participar de las actividades del grupo).";{"'age'": "'21 años a 65 años.'"};2;1;1;1;0;64
108;"No brinda información";"Centro Atención Integral";"Promover, desarrollar a las personas en condición de discapacidad y sus familiares, proyectos, programas y servicios que le permitan alcanzar su desarrollo integral, personal y social para una mejor calidad de vida.";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:13;2018-02-12 12:14:13;{};"Retardo Mental, asociado con Motriz, Visual, Auditiva (en todo caso se hace una valoración del equipo técnico para saber si la persona podrá participar de las actividades del grupo).";{"'age'": "'21 años a 65 años.'"};2;1;1;1;0;64
109;"No brinda información";"Centro Atención Integral";"Promover, desarrollar a las personas en condición de discapacidad y sus familiares, proyectos, programas y servicios que le permitan alcanzar su desarrollo integral, personal y social para una mejor calidad de vida.";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:13;2018-02-12 12:14:13;{};"Intelectual, Motriz, Visual, Auditiva (en todo caso se hace una valoración del equipo técnico para saber si la persona podrá participar de las actividades del grupo.";{"'age'": "'Cualquier edad'"};2;1;1;1;0;64
110;"No brinda información";"Serv. Educativos";"Promover, desarrollar a las personas en condición de discapacidad y sus familiares, proyectos, programas y servicios que le permitan alcanzar su desarrollo integral, personal y social para una mejor calidad de vida.";"No brinda información.";imagen;imagen;imagen;1;0;2018-02-12 12:14:13;2018-02-12 12:14:13;{};"Retardo Mental, asociado con Motriz, Visual, Auditiva (en todo caso se hace una valoración del equipo técnico para saber si la persona podrá participar de las actividades del grupo).";{"'age'": "'21 años a 65 años.'"};2;1;1;1;0;64
