idPk;isPrivate;cost;objectives;reaches;specificSupports;typeSupports;daysToOperations;responsabilityPerson;cover;requirements;accesibility;others;scheduleExtraordinary;otherExtraordinaryAttention;attentionFrecuency;Items_idPk
133;0;"No brinda información.";"Facilitar a la población estudiantil servicios educativos de calidad que potencialicen sus capacidades individuales y estilos de aprendizaje; enfocados a este proceso, donde se implemente una organización eficiente que garantice el funcionamiento óptimo de los servicios y las acciones relacionadas con la gestión administrativa. Ofrecer orientación y apoyo a las familias de la comunidad educativa, para promover el desempeño del estudiante en los contextos en los que se desenvuelve.";"No hay.";"Servicios de atención directa a estudiantes en Discapacidad Cognitiva, Discapacidad Múltiple, Problemas Emocionales y de Conducta en los diferentes niveles de atención según lo establece el Plan de Estudios de Centros de Enseñanza Especial del MEP. Especialidad Nivel Edad Retraso Mental Estimulación Temprana 0 a 3 años Maternal 3 – 4 ½ años Kinder 4 ½ - 5 ½ años Preparatoria 5 ½ - 7 años I Ciclo 7 – 10 años II Ciclo 10 – 14 años III Ciclo 14 – 17 años IV Ciclo 17 – 21 años Discapacidad Múltiple Y Problemas Emocionales y de Conducta Estimulación Temprana 0 a 3 años Maternal 3 – 5 años Kinder 5 - 7 años I Ciclo 7 – 10 años II Ciclo 10 – 14 años III Ciclo 14 – 17 años IV Ciclo 17 – 21 años Servicios de apoyo fijo en Problemas Emocionales y de Conducta y Deficiencia Visual para los estudiantes de atención directa que lo requieren. Asignaturas complementarias en los diferentes niveles y especialidades según lo indica el Plan de Estudios para Centros de Educación Especial del MEP (Educación Musical, Educación Física, Educación para el Hogar, Artes Industriales, Artes Plásticas) Servicios complementarios para los estudiantes de atención directa que lo requieran y según los cupos disponibles: Terapia de Lenguaje, Terapia Física, Psicología, Área Social.";"Individuales y grupales";{};"95 personas en total laboran en el centro, de los cuales 11 son docentes todas calificadas en tema de educación curricular y 56 educadores especiales, además 2 terapeutas físicas, 1 psicólogo.";"Provincias: Alajuela, Heredia. Cantones: Alajuela: Alajuela, Atenas, Poás Heredia: Santa Bárbara.";"Ingresan niños o jóvenes con discapacidad, en edades que oscilan entre 0 meses y 21 años que ingresan ya sea por traslado o por referencia del MEP. Los documentos solicitados son los siguientes: Diagnóstico médico Fotocopia de cédulas de padres o encargados Referencia de Asesoría Regional de Educación Especial Constancia de nacimiento Copia del carné de vacunas Copia del carné de salud: páginas con datos de nacimiento Fotografía tamaño pasaporte del estudiante";"El edificio cuenta con rampas de acceso y señalización.";"No hay.";0;"-";"-Diario";133
134;0;"No brinda información.";"Facilitar a la población estudiantil servicios educativos de calidad que potencialicen sus capacidades individuales y estilos de aprendizaje; enfocados a este proceso, donde se implemente una organización eficiente que garantice el funcionamiento óptimo de los servicios y las acciones relacionadas con la gestión administrativa. Ofrecer orientación y apoyo a las familias de la comunidad educativa, para promover el desempeño del estudiante en los contextos en los que se desenvuelve.";"No hay.";"Servicios de atención directa a estudiantes en Discapacidad Cognitiva, Discapacidad Múltiple, Problemas Emocionales y de Conducta en los diferentes niveles de atención según lo establece el Plan de Estudios de Centros de Enseñanza Especial del MEP. Especialidad Nivel Edad Retraso Mental Estimulación Temprana 0 a 3 años Maternal 3 – 4 ½ años Kinder 4 ½ - 5 ½ años Preparatoria 5 ½ - 7 años I Ciclo 7 – 10 años II Ciclo 10 – 14 años III Ciclo 14 – 17 años IV Ciclo 17 – 21 años Discapacidad Múltiple Y Problemas Emocionales y de Conducta Estimulación Temprana 0 a 3 años Maternal 3 – 5 años Kinder 5 - 7 años I Ciclo 7 – 10 años II Ciclo 10 – 14 años III Ciclo 14 – 17 años IV Ciclo 17 – 21 años Servicios de apoyo fijo en Problemas Emocionales y de Conducta y Deficiencia Visual para los estudiantes de atención directa que lo requieren. Asignaturas complementarias en los diferentes niveles y especialidades según lo indica el Plan de Estudios para Centros de Educación Especial del MEP (Educación Musical, Educación Física, Educación para el Hogar, Artes Industriales, Artes Plásticas) Servicios complementarios para los estudiantes de atención directa que lo requieran y según los cupos disponibles: Terapia de Lenguaje, Terapia Física, Psicología, Área Social.";"Individuales y grupales";{};"95 personas en total laboran en el centro, de los cuales 11 son docentes todas calificadas en tema de educación curricular y 56 educadores especiales, además 2 terapeutas físicas, 1 psicólogo.";"Provincias: Alajuela, Heredia. Cantones: Alajuela: Alajuela, Atenas, Poás Heredia: Santa Bárbara.";"Ingresan niños o jóvenes con discapacidad, en edades que oscilan entre 0 meses y 21 años que ingresan ya sea por traslado o por referencia del MEP. Los documentos solicitados son los siguientes: Diagnóstico médico Fotocopia de cédulas de padres o encargados Referencia de Asesoría Regional de Educación Especial Constancia de nacimiento Copia del carné de vacunas Copia del carné de salud: páginas con datos de nacimiento Fotografía tamaño pasaporte del estudiante";"El edificio cuenta con rampas de acceso y señalización.";"No hay.";0;"-";"-Diario";134
135;1;"Gratis (se aceptan cuotas voluntarias o cuotas representativas)";"Dotación de apoyo económico para recibir atención médica, en la búsqueda de una mejor calidad de vida de las personas con discapacidad del Cantón de Poás.";"Mejorar la calidad de vida de las personas con discapacidad del cantón de Poás.";"Dar apoyo para personas con discapacidad o transporte para citas médicas.";"Individuales";{};"Ocupación: Miembro de la asoc. Formación académica: Bachiller Educación Media Experiencia: Más de 8 años. Otras destrezas:";"Poás";"Ser vecino de la zona de Poás, pedir ayuda a la asoc. mediante una carta, la junta directiva o sus miembros analizan el caso. Se da prioridad a las personas de escasos recursos económicos.";"Si posee.";"No brinda información.";1;"- Servicio 24/7";"-Diario";135
136;0;"No brinda información.";"Ofrecer acciones que conduzcan al desarrollo de las habilidades sociales, cognitivas y psicomotrices, procurando independencia personal y la inserción laboral.";"No brinda información.";"Higiene personal, independencia social, cómo hacer cosas solos.";"Individuales";{};"1 Lic. en Terapia Ocupacional, con 6 años de experiencia, que enseña independencia personal.";"San Carlos.";"Ser vecino de la zona, mayor de 21 años, con dictamen médico o certificación del CONAPDIS que la persona posee retardo mental, luego se aplica el proceso de ingreso.";"Si posee condiciones.";"No brinda información.";0;"-";"-Diario";136
137;0;"No brinda información.";"Ofrecer acciones que conduzcan al desarrollo de las habilidades sociales, cognitivas y psicomotrices, procurando independencia personal y la inserción laboral.";"No brinda información.";"servicios de apoyo para la integración social, laboral y educativa para personas con discapacidad.";"Individuales";{};"Hay 7 profesores en total, todos pagados por el MEP. 2 profesores Licenciados en educación especial, con 8 años de experiencia combinada, las cuales le enseñan alfabeto y matemáticas. 2 profesores Lic. en educación para el hogar, con 5 años de experiencia combinada, que se encargan de enseñarles vida social y vida en familia, manejo del dinero, etc. 1 Lic. en Terapia Ocupacional, con 6 años de experiencia combinada, que enseña independencia personal. 2 Lic. en Artes industriales, con más de 10 años de experiencia combinada, les enseñan ebanistería, creación de muebles, etc.";"San Carlos.";"Ser vecino de la zona, mayor de 21 años, con dictamen médico o certificación del CONAPDIS que la persona posee retardo mental, luego se aplica el proceso de ingreso.";"Si posee condiciones.";"No brinda información.";0;"-";"-Diario";137
138;0;"No brinda información.";"Ofrecer acciones que conduzcan al desarrollo de las habilidades sociales, cognitivas y psicomotrices, procurando independencia personal y la inserción laboral.";"No brinda información.";"Alfabetización, matemáticas básicas, vida social, manejo del dinero, independencia social.";"Individuales";{};"Hay 4 profesores en total, todos pagados por el MEP. 2 profesores Licenciados en educación especial, con 8 años de experiencia combinada, las cuales le enseñan alfabeto y matemáticas. 2 profesores Lic. en educación para el hogar, con 5 años de experiencia combinada, que se encargan de enseñarles vida social y vida en familia, manejo del dinero, etc.";"San Carlos.";"Ser vecino de la zona, mayor de 21 años, con dictamen médico o certificación del CONAPDIS que la persona posee retardo mental, luego se aplica el proceso de ingreso.";"Si posee condiciones.";"No brinda información.";0;"-";"-Diario";138
139;0;"No brinda información.";"Ofrecer acciones que conduzcan al desarrollo de las habilidades sociales, cognitivas y psicomotrices, procurando independencia personal y la inserción laboral.";"No brinda información.";"Manejo de herramientas según capacidades, desarrollo de proyectos.";"Individuales";{};"2 Lic. en Artes industriales, con más de 10 años de experiencia combinada, les enseñan ebanistería, creación de muebles, etc.";"San Carlos.";"Ser vecino de la zona, mayor de 21 años, con dictamen médico o certificación del CONAPDIS que la persona posee retardo mental, luego se aplica el proceso de ingreso.";"Si posee condiciones.";"No brinda información.";0;"-";"-Diario";139
140;1;"Gratis, se aceptan cuotas voluntarias.";"Dar charla abierta al público sobre la ceguera y los derechos que existen en el estado de costa Rica.";"Involucrar los derechos de la Ley 7600 y Defensa de los Derechos Humanos.";"brindar consulta gratis con asesor legal sobre derechos humanos y demás leyes que refuerzan los derechos de la persona con discapacidad.";"Individuales";{};"Ocupacion: Admin. Empresas con enfasis recurso humano. Formación académica: Admin. Empresas con enfasis recurso humano. Experiencia: Persona miembro de la junta desde hace más de 5 años, persona no vidente. Otras destrezas:";"Nacional";"Ser persona no vidente, costarricense.";"No hay lugar de atención, se da consulta en hogares o lugares públicos.";"Hay actualmente 12 asosiados (7 hombres 5 mujeres), los cuales asesoran a la población no vidente.";1;"- Redes Sociales Servicio 24/7";"-Diario";140
141;0;"No brinda información.";"Apoyar económicamente a las asociaciones, ONG´s (Caipad) relacionadas con el tema de discapacidad, para aSi también de esta manera contribuir a la comunidad con discapacidad del cantón de Alajuela una forma de ayuda para que puedan mejorar su calidad de vida al asistir a los Caipad o asociaciones.";"Brindar apoyo a las ONG´s y a las asociaciones que están vinculadas con el tema de discapacidad, para que puedan salir adelante con sus recursos.";"No brinda información.";"Grupales";{};"Ocupación: Jefe del departamento Social de la Municipalidad Formación académica: Licenciada Experiencia: más de 10 años Otras destrezas:";"Cantón Central de Alajuela";"Ser una Asociación de ayuda a la persona con discapacidad y sus familias, estar al día, llenar formulario de solicitud de ayuda economica en la municipalidad, presentar documentos de la asociación, personería, cédula jurídica.";"Si la Municipalidad reúne las condiciones de acuerdo a la ley 7600.";"No brinda información.";0;"-";"-";141
142;0;"Las personas con discapacidad pagan una mensualidad de 15 mil colones para materiales y una matrícula de 10 mil colones anual para mantenimiento. Adicional los asociados pagan 5 mil colones por mes.";"Trabajar por medio de Terapia Ocupacional para estimular a las personas adultas con discapacidad.";"Mejorar la calidad de vida a través de la terapia ocupacional, talleres, etc.";"Profesores de educación de especial y artes industriales (se hacen manualidades, trabajan en agricultura e hidroponía, tiene un pequeño centro de reciclaje, hacen maquilas entre otras actividades).";"Individuales";{};"Ocupación: Profesor de artes industriales Formación académica: Bachillerato de Ciencias Educación Experiencia: 8 años de trabajar en la asociación. Otras destrezas: Piscicultor y tecnología pesquera, técnicos de artes de pesca";"Heredia y San José";"Ser mayores de 21 años. Tener un diagnóstico o epicrisis de la discapacidad. Deben movilizarse de forma independiente. Los asociados pagan 5 mil colones por mes para ser socios.";"Si reúne las condiciones.";"Se trabaja todo el año lectivo según el plan del MEP, y se dan a los grupos herramientas de trabajo acuerdo a la capacidad de motora fina.";0;"-";"-Diario";142
143;0;"Las personas con discapacidad pagan una mensualidad de 15 mil colones para materiales y una matrícula de 10 mil colones anual para mantenimiento. Adicional los asociados pagan 5 mil colones por mes.";"Trabajar por medio de Terapia Ocupacional para estimular a las personas adultas con discapacidad.";"Mejorar la calidad de vida a través de la terapia ocupacional, talleres, etc.";"Profesores de educación de especial y artes industriales (se hacen manualidades, trabajan en agricultura e hidroponía, tiene un pequeño centro de reciclaje, hacen maquilas entre otras actividades).";"Individuales";{};"Ocupación: Profesor de artes industriales Formación académica: Bachillerato de Ciencias Educación Experiencia: 8 años de trabajar en la asociación. Otras destrezas: Piscicultor y tecnología pesquera, técnicos de artes de pesca";"Heredia y San José";"Ser mayores de 21 años. Tener un diagnóstico o epicrisis de la discapacidad. Deben movilizarse de forma independiente. Los asociados pagan 5 mil colones por mes para ser socios.";"Si reúne las condiciones.";"Se trabaja todo el año lectivo según el plan del MEP, y se dan a los grupos herramientas de trabajo acuerdo a la capacidad de motora fina.";0;"-";"-Diario";143
144;0;"Cuotas fijas para paseos mensuales, alimentación y materiales (Al momento de la entrevista no brindaron el costo actual de la cuota).";"Mejorar la calidad de vida a través del cuido y preparación a través de terapia ocupacional y artes industriales o manualidades para permitir la independencia.";"Ser un centro de atención especializado a la persona con discapacidad.";"Centro de cuido para joven y adulto con discapacidad sea motora, visual, intelectual.";"Individuales";{};"Ocupación: Docente de educación especial / Directora Formación académica: Docente de educación especial Experiencia: Más de 10 años de ser docente. Otras destrezas:";"Heredia.";"Persona con discapacidad motora o intelectual, vecino de alrededores, adulto joven, se hace un estudio para saber si el usuario podrá formar parte del centro de cuido.";"El lugar si cuenta con los requisitos que comprende la normativa.";"Actualmente tienen 25 beneficiarios (hombres y mujeres), todos mayores de edad. El servicio principal que brinda la ONG es ser un centro diurno de atención integral, los usuarios reciben artes industriales, manualidades y espacios recreativos para mejorar su independencia. Algunos de los usuarios provienen de albergues estatales, y otros son personas que no pertenecen a ningún albergue a estos el centro les aplica un protocolo de ingreso y se valora si puede entrar o no, luego se inicia un periodo de prueba de tres meses. Actualmente existen 2 docentes, uno de terapeuta ocupacional y artes industriales y otro de educación física. Entre los talleres que se brindan están: taller de piscina taller de baile taller de tarjeterias elaboración abono orgánico reciclaje taller de teatro";0;"-";"-Diario";144
145;0;"Cuotas fijas para paseos mensuales, alimentación y materiales (Al momento de la entrevista no brindaron el costo actual de la cuota).";"Mejorar la calidad de vida a través del cuido y preparación a través de terapia ocupacional y artes industriales o manualidades para permitir la independencia.";"Ser un centro de cuido especializado a la persona con discapacidad.";"Centro de cuido para joven y adulto con discapacidad sea motora, visual, intelectual.";"Individuales";{};"Ocupación: Docente de educación especial / Directora Formación académica: Docente de educación especial Experiencia: Más de 10 años de ser docente. Otras destrezas:";"Heredia.";"Persona con discapacidad motora o intelectual, vecino de alrededores, adulto joven, se hace un estudio para saber si el usuario podrá formar parte del centro de cuido.";"El lugar si cuenta con los requisitos que comprende la normativa.";"Actualmente tienen 25 beneficiarios (hombres y mujeres), todos mayores de edad. El servicio principal que brinda la ONG es ser un centro diurno de atención integral, los usuarios reciben artes industriales, manualidades y espacios recreativos para mejorar su independencia. Algunos de los usuarios provienen de albergues estatales, y otros son personas que no pertenecen a ningún albergue a estos el centro les aplica un protocolo de ingreso y se valora si puede entrar o no, luego se inicia un periodo de prueba de tres meses.";0;"-";"-Diario";145
146;0;"Cuotas fijas para paseos mensuales, alimentación y materiales (Al momento de la entrevista no brindaron el costo actual de la cuota).";"Mejorar la calidad de vida a través del cuido y preparación a través de terapia ocupacional y artes industriales o manualidades para permitir la independencia.";"Ser un centro de atención especializado a la persona con discapacidad.";"Centro de cuido para joven y adulto con discapacidad sea motora, visual, intelectual.";"Individuales";{};"Ocupación: Docente de educación especial / Directora Formación académica: Docente de educación especial Experiencia: Más de 10 años de ser docente. Otras destrezas:";"Heredia.";"Persona con discapacidad motora o intelectual, vecino de alrededores, adulto joven, se hace un estudio para saber si el usuario podrá formar parte del centro de cuido.";"El lugar si cuenta con los requisitos que comprende la normativa.";"Actualmente tienen 25 beneficiarios (hombres y mujeres), todos mayores de edad. El servicio principal que brinda la ONG es ser un centro diurno de atención integral, los usuarios reciben artes industriales, manualidades y espacios recreativos para mejorar su independencia. Algunos de los usuarios provienen de albergues estatales, y otros son personas que no pertenecen a ningún albergue a estos el centro les aplica un protocolo de ingreso y se valora si puede entrar o no, luego se inicia un periodo de prueba de tres meses. Actualmente existen 2 docentes, uno de terapeuta ocupacional y artes industriales y otro de educación física. Entre los talleres que se brindan están: taller de piscina taller de baile taller de tarjeterias elaboración abono orgánico reciclaje taller de teatro";0;"-";"-Diario";146
147;0;"Gratis";"Permitir mejorar la calidad de vida del asociado.";"Alquiler de equipo técnico";"Alquiler camas ortopedicas.";"Individuales";{};"Ocupación: Contador público y Presidente de la asoc. Formación académica: Lic. Contador Público. Experiencia: Más de 14 años de pertenecer al grupo, padre de una persona con Distrofia muscular. Otras destrezas:";"Nacional";"Ser asociado, pagar una cuota significativa de ¢500 por mes. Se da prioridad a persona de escasos recursos económicos y ser persona con distrofia muscular.";"Si cumple.";"La asoc. se sostiene económicamente por medio de donaciones de empresarios, donaciones del estado y rifas que se organizan para recolectar fondos, los equipos que se compran se hace por medio de estos dineros o bien cuando la JPS o empresarios donan sillas de ruedas, camas, sillas de baño u otro equipo en particular.";0;"-";"- Semanal";147
148;1;"Gratis";"Desarrollar y fortalecer de habilidades y destrezas de las personas con discapacidad, mediante: terapia ocupacional, arte, deporte, recreación, cultura, educación.";"Desarrollar y fortalecer de habilidades y destrezas de las personas con discapacidad, mediante: terapia ocupacional, arte, deporte, recreación, cultura, educación.";"Terapia ocupacional a través del: arte, deporte, recreación y cultura.";"Grupales";{};"Ocupación: Pensionada. Formación académica: Profesora de educación. Experiencia: Más 23 años, es madre una persona con autismo. Otras destrezas:";"Heredia";"Cualquier persona con discapacidad, mayor de 20 años, vecinos de Heredia, que posean medio de transporte propio.";"Si posee.";"Fundada en el año 2009 (8 años de funcionamiento). La organización recibe ayuda económica de la municipalidad, además hacen rifas y ventas para crear sus propios fondos. Actualmente tiene 36 personas beneficiarias de 20 años en adelante, hombres y mujeres con discapacidad intelectual, sensorial y física. Tiene 10 persona voluntarias que apoyan en diferentes áreas, incluido un abogado y un estudiante en informática.";1;"-";"-Diario";148
